id	rule_index	rule	grounding
792	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 480_UM03 hasQuestion UM03 => 480_UM03 ResponseOnPlatform 1
793	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 489_UM03 hasQuestion UM03 => 489_UM03 ResponseOnPlatform 1
794	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 464_UM03 hasQuestion UM03 => 464_UM03 ResponseOnPlatform 1
795	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 467_UM03 hasQuestion UM03 => 467_UM03 ResponseOnPlatform 1
796	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 408_UM03 hasQuestion UM03 => 408_UM03 ResponseOnPlatform 1
797	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 413_UM03 hasQuestion UM03 => 413_UM03 ResponseOnPlatform 1
798	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 490_UM03 hasQuestion UM03 => 490_UM03 ResponseOnPlatform 1
799	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 475_UM03 hasQuestion UM03 => 475_UM03 ResponseOnPlatform 1
800	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 407_UM03 hasQuestion UM03 => 407_UM03 ResponseOnPlatform 1
801	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 444_UM03 hasQuestion UM03 => 444_UM03 ResponseOnPlatform 1
802	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 452_UM03 hasQuestion UM03 => 452_UM03 ResponseOnPlatform 1
803	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 479_UM03 hasQuestion UM03 => 479_UM03 ResponseOnPlatform 1
804	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 432_UM03 hasQuestion UM03 => 432_UM03 ResponseOnPlatform 1
805	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 443_UM03 hasQuestion UM03 => 443_UM03 ResponseOnPlatform 1
806	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 423_UM03 hasQuestion UM03 => 423_UM03 ResponseOnPlatform 1
807	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	407_UM17 chosen_Answer_Code 5 => 407_UM17 ResponseOnPlatform 1
808	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	330_SU01_03 chosen_Answer_Code 5 => 330_SU01_03 ResponseOnPlatform 1
809	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	409_UM13 chosen_Answer_Code 5 => 409_UM13 ResponseOnPlatform 1
810	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	326_SU01_08 chosen_Answer_Code 5 => 326_SU01_08 ResponseOnPlatform 1
811	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	395_SU01_04 chosen_Answer_Code 5 => 395_SU01_04 ResponseOnPlatform 1
812	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	481_UM10 chosen_Answer_Code 5 => 481_UM10 ResponseOnPlatform 1
813	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	490_UM14 chosen_Answer_Code 5 => 490_UM14 ResponseOnPlatform 1
814	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	487_UM21 chosen_Answer_Code 5 => 487_UM21 ResponseOnPlatform 1
815	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	444_UM18 chosen_Answer_Code 5 => 444_UM18 ResponseOnPlatform 1
816	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	345_SU01_09 chosen_Answer_Code 5 => 345_SU01_09 ResponseOnPlatform 1
817	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	339_SU01_04 chosen_Answer_Code 5 => 339_SU01_04 ResponseOnPlatform 1
818	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	310_SU01_07 chosen_Answer_Code 5 => 310_SU01_07 ResponseOnPlatform 1
819	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	464_UM16 chosen_Answer_Code 5 => 464_UM16 ResponseOnPlatform 1
820	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	362_SU01_01 chosen_Answer_Code 5 => 362_SU01_01 ResponseOnPlatform 1
821	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	326_SU01_03 chosen_Answer_Code 5 => 326_SU01_03 ResponseOnPlatform 1
822	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	379_SU01_02 chosen_Answer_Code 5 => 379_SU01_02 ResponseOnPlatform 1
823	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	463_UM06 chosen_Answer_Code 5 => 463_UM06 ResponseOnPlatform 1
824	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	249_M004_01 chosen_Answer_Code 5 => 249_M004_01 ResponseOnPlatform 1
825	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	452_UM04 chosen_Answer_Code 5 => 452_UM04 ResponseOnPlatform 1
826	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	443_UM16 chosen_Answer_Code 5 => 443_UM16 ResponseOnPlatform 1
827	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	310_SU01_01 chosen_Answer_Code 5 => 310_SU01_01 ResponseOnPlatform 1
828	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	487_UM16 chosen_Answer_Code 5 => 487_UM16 ResponseOnPlatform 1
829	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	475_UM23 chosen_Answer_Code 5 => 475_UM23 ResponseOnPlatform 1
830	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	321_SU01_09 chosen_Answer_Code 5 => 321_SU01_09 ResponseOnPlatform 1
831	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	425_UM06 chosen_Answer_Code 5 => 425_UM06 ResponseOnPlatform 1
832	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	370_SU01_08 chosen_Answer_Code 5 => 370_SU01_08 ResponseOnPlatform 1
833	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	487_UM07 chosen_Answer_Code 5 => 487_UM07 ResponseOnPlatform 1
834	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	342_SU01_03 chosen_Answer_Code 5 => 342_SU01_03 ResponseOnPlatform 1
835	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	418_UM04 chosen_Answer_Code 5 => 418_UM04 ResponseOnPlatform 1
836	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	334_SU01_04 chosen_Answer_Code 5 => 334_SU01_04 ResponseOnPlatform 1
837	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	114_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 114_M008_01 type Response
838	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	78_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 78_M005 type Response
839	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	274_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 274_M008_01 type Response
840	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	137_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 137_M005 type Response
841	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	40_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 40_M007_01 type Response
842	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	178_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 178_M005 type Response
843	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	176_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 176_M005 type Response
844	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	89_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 89_M008_01 type Response
845	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	280_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 280_M007_01 type Response
846	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	297_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 297_M008_01 type Response
847	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	277_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 277_M005 type Response
848	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	112_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 112_M007_01 type Response
849	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	175_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 175_M007_01 type Response
850	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	255_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 255_M008_01 type Response
851	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	87_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 87_M007_01 type Response
852	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	99_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 99_M008_01 type Response
853	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	218_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 218_M008_01 type Response
854	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	291_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 291_M007_01 type Response
855	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	73_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 73_M005 type Response
856	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	82_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 82_M007_01 type Response
857	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	100_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 100_M007_01 type Response
858	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	205_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 205_M007_01 type Response
859	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	152_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 152_M005 type Response
860	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	268_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 268_M008_01 type Response
861	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	187_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 187_M005 type Response
862	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	36_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 36_M007_01 type Response
863	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	10_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 10_M008_01 type Response
864	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	308_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 308_M005 type Response
865	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	71_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 71_M007_01 type Response
866	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	239_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 239_M005 type Response
867	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	406_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 406_UM18 type Response
868	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	169_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 169_M010_01 type Response
869	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	41_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 41_M002_01 type Response
870	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	64_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 64_M002_01 type Response
871	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	304_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 304_M003_01 type Response
872	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	39_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 39_M010_01 type Response
873	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	152_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 152_M002_01 type Response
874	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	73_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 73_M004_01 type Response
875	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	297_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 297_M002_01 type Response
876	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	278_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 278_M003_01 type Response
877	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	85_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 85_M004_01 type Response
878	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	105_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 105_M004_01 type Response
879	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	273_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 273_M002_01 type Response
880	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	32_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 32_M004_01 type Response
881	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	147_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 147_M003_01 type Response
882	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	242_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 242_M004_01 type Response
883	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	160_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 160_M003_01 type Response
884	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	200_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 200_M003_01 type Response
885	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	15_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 15_M003_01 type Response
886	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	265_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 265_M002_01 type Response
887	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	422_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 422_UM18 type Response
888	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	28_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 28_M004_01 type Response
889	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	181_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 181_M003_01 type Response
890	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	180_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 180_M002_01 type Response
891	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	283_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 283_M003_01 type Response
892	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	179_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 179_M002_01 type Response
893	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	104_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 104_M003_01 type Response
894	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	270_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 270_M002_01 type Response
895	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	216_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 216_M010_01 type Response
896	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	8_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 8_M010_01 type Response
897	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 40_M007_01 hasQuestion M007_01 => 40_M007_01 ResponseOnPlatform 1
898	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 280_M007_01 hasQuestion M007_01 => 280_M007_01 ResponseOnPlatform 1
899	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 112_M007_01 hasQuestion M007_01 => 112_M007_01 ResponseOnPlatform 1
900	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 175_M007_01 hasQuestion M007_01 => 175_M007_01 ResponseOnPlatform 1
901	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 87_M007_01 hasQuestion M007_01 => 87_M007_01 ResponseOnPlatform 1
902	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 291_M007_01 hasQuestion M007_01 => 291_M007_01 ResponseOnPlatform 1
903	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 82_M007_01 hasQuestion M007_01 => 82_M007_01 ResponseOnPlatform 1
904	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 100_M007_01 hasQuestion M007_01 => 100_M007_01 ResponseOnPlatform 1
905	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 205_M007_01 hasQuestion M007_01 => 205_M007_01 ResponseOnPlatform 1
906	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 36_M007_01 hasQuestion M007_01 => 36_M007_01 ResponseOnPlatform 1
907	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 71_M007_01 hasQuestion M007_01 => 71_M007_01 ResponseOnPlatform 1
908	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 27_M007_01 hasQuestion M007_01 => 27_M007_01 ResponseOnPlatform 1
909	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 154_M007_01 hasQuestion M007_01 => 154_M007_01 ResponseOnPlatform 1
910	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 301_M007_01 hasQuestion M007_01 => 301_M007_01 ResponseOnPlatform 1
911	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 17_M007_01 hasQuestion M007_01 => 17_M007_01 ResponseOnPlatform 1
912	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 232_M007_01 hasQuestion M007_01 => 232_M007_01 ResponseOnPlatform 1
913	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 192_M007_01 hasQuestion M007_01 => 192_M007_01 ResponseOnPlatform 1
914	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 138_M007_01 hasQuestion M007_01 => 138_M007_01 ResponseOnPlatform 1
915	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 294_M007_01 hasQuestion M007_01 => 294_M007_01 ResponseOnPlatform 1
916	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 204_M007_01 hasQuestion M007_01 => 204_M007_01 ResponseOnPlatform 1
917	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 188_M007_01 hasQuestion M007_01 => 188_M007_01 ResponseOnPlatform 1
918	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 86_M007_01 hasQuestion M007_01 => 86_M007_01 ResponseOnPlatform 1
919	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 196_M007_01 hasQuestion M007_01 => 196_M007_01 ResponseOnPlatform 1
920	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 145_M007_01 hasQuestion M007_01 => 145_M007_01 ResponseOnPlatform 1
921	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 132_M007_01 hasQuestion M007_01 => 132_M007_01 ResponseOnPlatform 1
922	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 22_M007_01 hasQuestion M007_01 => 22_M007_01 ResponseOnPlatform 1
923	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 69_M007_01 hasQuestion M007_01 => 69_M007_01 ResponseOnPlatform 1
924	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 90_M007_01 hasQuestion M007_01 => 90_M007_01 ResponseOnPlatform 1
925	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 124_M007_01 hasQuestion M007_01 => 124_M007_01 ResponseOnPlatform 1
926	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	428_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 428_UM03 type Response
927	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	474_UM07 hasQuestion UM07 | UM07 hasQuestion_Category Quality => 474_UM07 type Response
928	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	487_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 487_UM04 type Response
929	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	433_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 433_UM03 type Response
930	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	448_UM14 hasQuestion UM14 | UM14 hasQuestion_Category Quality => 448_UM14 type Response
931	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	248_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 248_M006_01 type Response
932	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	465_UM10 hasQuestion UM10 | UM10 hasQuestion_Category Quality => 465_UM10 type Response
933	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	409_UM02 hasQuestion UM02 | UM02 hasQuestion_Category Quality => 409_UM02 type Response
934	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	191_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 191_M006_01 type Response
935	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	420_UM09 hasQuestion UM09 | UM09 hasQuestion_Category Quality => 420_UM09 type Response
936	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	444_UM09 hasQuestion UM09 | UM09 hasQuestion_Category Quality => 444_UM09 type Response
937	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	431_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 431_UM04 type Response
938	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	469_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 469_UM15 type Response
939	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	473_UM12 hasQuestion UM12 | UM12 hasQuestion_Category Quality => 473_UM12 type Response
940	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	458_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 458_UM15 type Response
941	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	485_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 485_UM15 type Response
942	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	460_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 460_UM15 type Response
943	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	420_UM12 hasQuestion UM12 | UM12 hasQuestion_Category Quality => 420_UM12 type Response
