semantic_unit_uri,review_reason,ontology_class_uri,entity_count,example_entity_uris,example_labels,note
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClassOfRecommendation,4,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022_821_824|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022_1007_1010|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022_1481_1484|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022_1625_1628,IIa|IIa|IIa|IIa,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Symptom,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0022_1639_1658,Chronic regurgitant,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Recommendation,4,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2_17|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_591_606|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2547_2562|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2813_2828,Recommendations|recommendations|recommendations|recommendations,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/LevelOfEvidence,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_30_37,Level b,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Device,5,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_71_87|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_245_262|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1032_1055|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1575_1592|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1899_1912,valve prosthesis|mechanical valves|aortic valve prosthesis|mechanical valves|bioprostheses,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,2,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_157_177|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_282_302,pregnancy heart team|pregnancy heart team,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,17,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_321_329|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_408_425|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_535_539|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_751_755|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1187_1191,delivery|caesarean section|aPTT|aPTT|aPTT,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,16,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_370_375|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_620_624|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_716_722|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_889_895|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_907_912,weeks|week|weekly|weekly|weeks,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,9,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_674_678|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_951_955|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1160_1164|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2299_2312|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2660_2673,LMWH|LMWH|LMWH|acenocoumarol|acenocoumarol,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Symptom,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1609_1617,dyspnoea,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClassOfRecommendation,4,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_1976_1979|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2110_2113|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2365_2368|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0023_2688_2691,IIa|IIa|IIa|IIa,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Recommendation,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_2_17,Recommendations,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/LevelOfEvidence,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_30_37,Level b,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,4,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_44_47|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_167_187|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_397_420|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_710_717,ECG|coronary angioplasty|Conservative management|section,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Symptom,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_125_135,chest pain,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_244_249,STEMI,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/RiskLevel,2,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_357_375|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_467_484,high risk criteria|low risk criteria,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClassOfRecommendation,3,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_383_386|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_488_491|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_568_571,IIa|IIa|IIa,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_558_564,months,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,2,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_635_654|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0024_675_682,antiplatelet agents|aspirin,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Recommendation,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_2_17,Recommendations,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/LevelOfEvidence,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_30_37,Level b,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,9,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_44_59|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_126_133|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1059_1068|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1353_1375|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1480_1491,Anticoagulation|imaging|diagnosis|mechanical circulatory|therapeutic,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,13,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_154_171|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_229_231|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_674_693|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_906_909|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1655_1657,systemic embolism|HF|atrial fibrillation|DCM|HF,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Guideline,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_270_280,guidelines,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,7,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_346_351|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_575_579|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_583_592|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_742_755|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1414_1427,drugs|LMWH|vitamin K|beta-blockers|Bromocriptine,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Type,2,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_437_442|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_712_717,HFrEF|HFrEF,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,4,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_513_523|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_622_627|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1128_1136|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_2396_2406,peripartum|stage|acute HF|persistent,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClassOfRecommendation,7,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1238_1241|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1400_1403|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1512_1515|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1664_1667|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1799_1802,IIa|IIa|IIa|IIb|IIb,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Device,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0025_1463_1475,prophylactic,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Recommendation,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_2_17,Recommendations,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027,relation_extraction_skipped_no_source_text,http://digistrucmed.org/LevelOfEvidence,1,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_30_37,Level b,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Drug,31,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_92_97|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_156_165|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_394_419|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_494_503|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_507_517,drugs|adenosine|Beta-1-selective blockers|Ibutilide|flecainide,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027,relation_extraction_skipped_no_source_text,http://digistrucmed.org/Disease,25,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_102_105|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_110_112|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_206_210|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_312_336|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_465_469,SVT|AF|PSVT|haemodynamic instability|PSVT,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027,relation_extraction_skipped_no_source_text,http://digistrucmed.org/TemporalConstraint,8,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_186_191|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_237_246|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_445_450|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_654_663|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_1607_1616,acute|Immediate|acute|Long-term|Immediate,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
http://digistrucmed.org/semantic-unit/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027,relation_extraction_skipped_no_source_text,http://digistrucmed.org/ClinicalProcedure,14,http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_247_271|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_676_695|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_790_800|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_934_944|http://digistrucmed.org/entity/lu_43204eb005113090db3476895a76cc14f70698fd23b8582928d6dd3b8f43e10b_n0027_1180_1182,electrical cardioversion|oral administration|prevention|prevention|AV,Candidate subject/object for a clinical relation (see clinical_relation_predicates in relation_rules.yaml); not asserted because SOURCE_ROOT text/table structure was unavailable to determine pairing.
